fingerprint,minutia,score_change
G065X6I_1_1,v1,-0.01408357
G065X6I_1_1,v2,-0.093534627
G065X6I_1_1,v3,-0.324882861
G065X6I_1_1,v4,0.022152655
G065X6I_1_1,v5,0.123787022
G065X6I_1_1,v6,-0.049477143
G065X6I_1_1,v7,-0.117186562
G065X6I_1_1,v8,0.133380184
G065X6I_1_1,v9,0.060355962
G065X6I_1_1,v10,-0.244368328
G065X6I_1_1,v11,-0.001840783
G065X6I_1_1,v12,0.296305616
G065X6I_1_1,v13,0.317607034
G065X6I_1_1,v14,-0.127232202
G065X6I_1_1,v15,0.137986137
G065X6I_1_1,v16,0.132999397
G065X6I_1_1,v17,-0.139809545
G065X6I_1_1,v18,0.050482516
G065X6I_1_1,v19,-0.197262344
G065X6I_1_1,v20,-0.146390931
G065X6I_1_1,v21,-0.241698751
G065X6I_1_1,v22,-0.085968162
G065X6I_1_1,v23,-0.111997334
G065X6I_1_1,v24,-0.237092508
G099X9I_1_1,v0,-0.126375579
G099X9I_1_1,v1,-0.118927552
G099X9I_1_1,v2,-0.131320471
G099X9I_1_1,v3,-0.072420746
G099X9I_1_1,v4,-0.071945167
G099X9I_1_1,v5,0.037410054
G099X9I_1_1,v6,-0.042224233
G099X9I_1_1,v7,0.05981365
G099X9I_1_1,v8,0.059399951
G099X9I_1_1,v9,-0.010017151
G099X9I_1_1,v10,0.059399951
G099X9I_1_1,v11,-0.102568371
G099X9I_1_1,v12,-0.043822642
G099X9I_1_1,v13,-0.042997055
G099X9I_1_1,v14,0.059399951
G099X9I_1_1,v15,0.059399951
G099X9I_1_1,v16,0.059399951
G099X9I_1_1,v17,0.033636278
G099X9I_1_1,v18,0.059399951
G099X9I_1_1,v19,-0.064381357
G099X9I_1_1,v20,0.059399951
G099X9I_1_1,v21,0.039408918
G099X9I_1_1,v22,0.063323013
G099X9I_1_1,v23,-0.089705985
G099X9I_1_1,v24,-0.058770915
G099X9I_1_1,v25,-0.111523972
G099X9I_1_1,v26,-0.056203603
U284X2I_1_1,v0,-0.294263397
U284X2I_1_1,v1,-0.325822198
U284X2I_1_1,v2,-0.235315669
U284X2I_1_1,v3,-0.219179699
U284X2I_1_1,v4,-0.106969047
U284X2I_1_1,v5,0.228461022
U284X2I_1_1,v6,-0.323585631
U284X2I_1_1,v7,0.228461022
U284X2I_1_1,v8,-0.221320745
U284X2I_1_1,v9,-0.193291072
U284X2I_1_1,v10,-0.159510973
U284X2I_1_1,v11,0.155747352
U284X2I_1_1,v12,0.228461022
U284X2I_1_1,v13,-0.284340156
U284X2I_1_1,v14,0.056277063
U284X2I_1_1,v15,0.094986495
U284X2I_1_1,v16,0.140292093
U241X6I_1_1,v0,0.322989826
U241X6I_1_1,v1,0.190906707
U241X6I_1_1,v2,-0.027234702
U241X6I_1_1,v3,-0.086545248
U241X6I_1_1,v4,-0.20624884
U241X6I_1_1,v5,-0.618807774
U241X6I_1_1,v6,-0.242735692
U241X6I_1_1,v7,-0.286533054
U241X6I_1_1,v8,0.392475198
B114X3I_1_1,v0,-0.122034244
B114X3I_1_1,v1,-0.130242629
B114X3I_1_1,v2,-0.055481168
B114X3I_1_1,v3,-0.146628484
B114X3I_1_1,v4,0.181176236
B114X3I_1_1,v5,-0.042550326
B114X3I_1_1,v6,-0.145195998
B114X3I_1_1,v7,-0.078444525
B114X3I_1_1,v8,-0.134122294
B114X3I_1_1,v9,-0.123238123
B114X3I_1_1,v10,-0.062210335
B114X3I_1_1,v11,-0.145992965
B114X3I_1_1,v12,-0.05225979
B114X3I_1_1,v13,0.072518323
B114X3I_1_1,v14,-0.127109686
B114X3I_1_1,v15,-0.063683308
B114X3I_1_1,v16,-0.217165632
U268X4I_1_1,v0,-0.905342707
U268X4I_1_1,v1,-0.471423073
U268X4I_1_1,v2,-1.134606211
U268X4I_1_1,v3,-3.281285582
U268X4I_1_1,v4,-1.579191345
U268X4I_1_1,v5,-0.247950382
U268X4I_1_1,v6,-0.731703884
U268X4I_1_1,v7,-0.430630932
U268X4I_1_1,v8,-0.483706071
G076X3I_1_1,v0,-0.09022131
G076X3I_1_1,v1,0.042455305
G076X3I_1_1,v2,-0.02492455
G076X3I_1_1,v3,-0.125071387
G076X3I_1_1,v4,-0.074221469
G076X3I_1_1,v5,0.040566428
G076X3I_1_1,v6,-0.071422194
G076X3I_1_1,v7,-0.050086355
G076X3I_1_1,v8,-0.111361558
G076X3I_1_1,v9,-0.038120014
G076X3I_1_1,v10,0.019396483
G076X3I_1_1,v11,-0.050014537
G076X3I_1_1,v12,-0.138066443
G076X3I_1_1,v13,-0.093840761
G076X3I_1_1,v14,0.051239821
G076X3I_1_1,v15,0.046494618
G076X3I_1_1,v16,0.059846316
G076X3I_1_1,v17,0.003756469
G076X3I_1_1,v18,-0.026631428
G076X3I_1_1,v19,0.042376342
G076X3I_1_1,v20,0.043435466
G076X3I_1_1,v21,0.082659201
G076X3I_1_1,v22,-0.119178751
G076X3I_1_1,v23,-0.112949578
G076X3I_1_1,v24,-0.064270255
G076X3I_1_1,v25,-0.052400731
G076X3I_1_1,v26,0.005028068
G076X3I_1_1,v27,0.000312498
G076X3I_1_1,v28,0.10059468
G076X3I_1_1,v29,-0.098092215
G076X3I_1_1,v30,0.114955422
G076X3I_1_1,v31,0.018349829
G076X3I_1_1,v32,0.05635181
G076X3I_1_1,v33,-0.074347463
G076X3I_1_1,v34,0.012078243
G076X3I_1_1,v35,-0.000687231
G076X3I_1_1,v36,-0.084663925
G076X3I_1_1,v37,-0.005476575
G076X3I_1_1,v38,0.057940482
G076X3I_1_1,v39,-0.016408815
G076X3I_1_1,v40,0.010696765
G084X6I_1_1,v0,-0.197982077
G084X6I_1_1,v1,-0.179741276
G084X6I_1_1,v2,-0.346106246
G084X6I_1_1,v3,-0.105473893
G084X6I_1_1,v4,-0.047232414
G084X6I_1_1,v5,-0.326737434
G084X6I_1_1,v6,-0.153197477
G084X6I_1_1,v7,0.056533345
G084X6I_1_1,v8,0.20906717
G084X6I_1_1,v9,0.180220329
G084X6I_1_1,v10,0.136915635
G084X6I_1_1,v11,-0.124014142
G084X6I_1_1,v12,0.027305396
G084X6I_1_1,v13,0.097451441
G084X6I_1_1,v14,-0.271577129
G084X6I_1_1,v15,0.214143782
G084X6I_1_1,v16,-0.010643408
G084X6I_1_1,v17,-0.161495758
G084X6I_1_1,v18,0.208188838
G084X6I_1_1,v19,-0.303409106
G084X6I_1_1,v20,-0.125725033
G084X6I_1_1,v21,-0.162532508
G084X6I_1_1,v22,0.082118261
G084X6I_1_1,v23,-0.096682455
U228X3I_1_1,v0,0.184529833
U228X3I_1_1,v1,0.184529833
U228X3I_1_1,v2,-0.149783217
U228X3I_1_1,v3,0.123955822
U228X3I_1_1,v4,0.187810316
U228X3I_1_1,v5,-0.641234231
U228X3I_1_1,v6,-0.43187732
U228X3I_1_1,v7,-0.271869748
U228X3I_1_1,v8,-0.029960228
U228X3I_1_1,v9,-0.337290768
U228X3I_1_1,v10,-0.221576912
U228X3I_1_1,v11,-0.256261229
U228X3I_1_1,v12,0.166755004
U228X3I_1_1,v13,-0.359812364
G093X8I_1_1,v0,-0.081422487
G093X8I_1_1,v1,-0.039223029
G093X8I_1_1,v2,-0.10961142
G093X8I_1_1,v3,0.048739834
G093X8I_1_1,v4,0.065937864
G093X8I_1_1,v5,-0.312104658
G093X8I_1_1,v6,-0.09955828
G093X8I_1_1,v7,-0.286374331
G093X8I_1_1,v8,0.139445914
G093X8I_1_1,v9,0.061985963
G093X8I_1_1,v10,-0.374330637
G093X8I_1_1,v11,-0.099986987
G093X8I_1_1,v12,-0.086234157
G093X8I_1_1,v13,-0.197531452
G093X8I_1_1,v14,-0.502915094
G093X8I_1_1,v15,0.030579372
G093X8I_1_1,v16,0.08215794
G093X8I_1_1,v17,-0.054356022
G093X8I_1_1,v18,-0.149570587
G093X8I_1_1,v19,-0.269094836
G093X8I_1_1,v20,-0.099074382
G093X8I_1_1,v21,-0.136139552
G093X8I_1_1,v22,-0.153132551
G093X8I_1_1,v23,0.268859267
G093X8I_1_1,v24,-0.047613314
G093X8I_1_1,v25,0.047048412
G093X8I_1_1,v26,0.050028453
G093X8I_1_1,v27,-0.119018715
G093X8I_1_1,v28,-0.425023158
G093X8I_1_1,v29,-0.11726058
G093X8I_1_1,v30,0.033818169
G006X6I_1_1,v0,-0.075433741
G006X6I_1_1,v1,-0.209355878
G006X6I_1_1,v2,-0.092826946
G006X6I_1_1,v3,-0.121029052
G006X6I_1_1,v4,-0.144191939
G006X6I_1_1,v5,-0.229770641
G006X6I_1_1,v6,-0.10055996
G006X6I_1_1,v7,-0.146511651
G006X6I_1_1,v8,-0.091246378
G006X6I_1_1,v9,-0.155504465
G006X6I_1_1,v10,0.059235553
G006X6I_1_1,v11,-0.104769865
G006X6I_1_1,v12,0.059235553
G006X6I_1_1,v13,0.059235553
G006X6I_1_1,v14,0.059235553
G006X6I_1_1,v15,-0.091976
G006X6I_1_1,v16,0.03012147
G006X6I_1_1,v17,-0.003353969
G006X6I_1_1,v18,0.059235553
G006X6I_1_1,v19,-0.20164892
G006X6I_1_1,v20,0.007843822
G006X6I_1_1,v21,0.014810256
G026X9I_1_1,v0,0.080949824
G026X9I_1_1,v1,-0.328178401
G026X9I_1_1,v2,0.012897743
G026X9I_1_1,v3,0.138039942
G026X9I_1_1,v4,0.166523183
G026X9I_1_1,v5,0.069679296
G026X9I_1_1,v6,0.19257415
G026X9I_1_1,v7,-0.042924931
G026X9I_1_1,v8,0.165695566
G026X9I_1_1,v9,-0.065040902
G026X9I_1_1,v10,-0.446770305
G026X9I_1_1,v11,0.020780058
G026X9I_1_1,v12,-0.007021426
G026X9I_1_1,v13,-0.210296685
G026X9I_1_1,v14,-0.065628003
G026X9I_1_1,v15,-0.075392182
G026X9I_1_1,v16,-0.150147212
G026X9I_1_1,v17,-0.53138878
G026X9I_1_1,v18,-0.089178734
G026X9I_1_1,v19,0.048610935
G026X9I_1_1,v20,-0.164686487
G026X9I_1_1,v21,-0.011537709
G026X9I_1_1,v22,-0.329353655
G026X9I_1_1,v23,-0.209096412
G026X9I_1_1,v24,0.127702786
G026X9I_1_1,v25,-0.231280143
G026X9I_1_1,v26,-0.066222974
G026X9I_1_1,v27,0.145351133
G026X9I_1_1,v28,-0.13432548
G026X9I_1_1,v29,0.012948392
G026X9I_1_1,v30,0.110244889
G026X9I_1_1,v31,0.126924786
G026X9I_1_1,v32,-0.3624944
G026X9I_1_1,v33,-0.044371578
G026X9I_1_1,v34,-0.144181483
G026X9I_1_1,v35,-0.314596744
G026X9I_1_1,v36,-0.095605475
G026X9I_1_1,v37,-0.16505903
G026X9I_1_1,v38,-0.198369506
G026X9I_1_1,v39,-0.122693117
G026X9I_1_1,v40,-0.159808605
G026X9I_1_1,v41,-0.060197863
G026X9I_1_1,v42,-0.243837855
G026X9I_1_1,v43,-0.284302036
G026X9I_1_1,v44,-0.332476079
G046X1I_1_1,v0,0.221930494
G046X1I_1_1,v1,-0.290431643
G046X1I_1_1,v2,0.118491233
G046X1I_1_1,v3,-0.468387301
G046X1I_1_1,v4,-0.230853804
G046X1I_1_1,v5,-0.101844626
G046X1I_1_1,v6,0.164353648
G046X1I_1_1,v7,-0.342078888
G046X1I_1_1,v8,-0.054177383
G046X1I_1_1,v9,-0.017806289
G046X1I_1_1,v10,-0.057238425
G046X1I_1_1,v11,-0.117383906
G046X1I_1_1,v12,-0.320406655
G046X1I_1_1,v13,-0.131474641
G046X1I_1_1,v14,-0.822827778
G046X1I_1_1,v15,0.121182769
G046X1I_1_1,v16,-0.19090913
G046X1I_1_1,v17,-0.084850659
G046X1I_1_1,v18,-0.05124392
G046X1I_1_1,v19,0.311513531
G046X1I_1_1,v20,0.24712786
G046X1I_1_1,v21,-0.151476552
G046X1I_1_1,v22,0.034805204
G046X1I_1_1,v23,-0.324751368
G046X1I_1_1,v24,0.145716442
G046X1I_1_1,v25,0.027126064
G046X1I_1_1,v26,-0.036571646
G046X1I_1_1,v27,-0.245764523
G046X1I_1_1,v28,-0.153917274
G046X1I_1_1,v29,-0.687276749
G046X1I_1_1,v30,0.038747056
G046X1I_1_1,v31,-0.039862936
G046X1I_1_1,v32,0.042487657
G046X1I_1_1,v33,-0.17210993
G046X1I_1_1,v34,-0.041738486
G046X1I_1_1,v35,-0.25928184
G046X1I_1_1,v36,0.233788926
G046X1I_1_1,v37,-0.313655002
G046X1I_1_1,v38,-0.28307127
G046X1I_1_1,v39,-0.138871182
G046X1I_1_1,v40,0.028501103
G046X1I_1_1,v41,-0.171935895
G046X1I_1_1,v42,-0.021858014
G046X1I_1_1,v43,0.337846296
G046X1I_1_1,v44,0.246796014
G046X1I_1_1,v45,0.121625185
G046X1I_1_1,v46,-0.166903256
G041X6I_1_1,v0,-0.010938977
G041X6I_1_1,v1,0.071031344
G041X6I_1_1,v2,-0.090556262
G041X6I_1_1,v3,0.030967124
G041X6I_1_1,v4,-0.045332505
G041X6I_1_1,v5,0.04652321
G041X6I_1_1,v6,0.018414125
G041X6I_1_1,v7,-0.14912681
G041X6I_1_1,v8,0.01618478
G041X6I_1_1,v9,0.029573358
G041X6I_1_1,v10,0.17010582
G041X6I_1_1,v11,-0.096721162
G041X6I_1_1,v12,0.075647052
G041X6I_1_1,v13,-0.118089621
G041X6I_1_1,v14,-0.010613028
G041X6I_1_1,v15,0.354546704
G041X6I_1_1,v16,-0.04354482
G041X6I_1_1,v17,0.276129677
G041X6I_1_1,v18,-0.004352034
G041X6I_1_1,v19,-0.023000969
G041X6I_1_1,v20,0.212295674
G041X6I_1_1,v21,0.008885457
G041X6I_1_1,v22,-0.007547193
G041X6I_1_1,v23,0.266624386
G041X6I_1_1,v24,0.063236671
G041X6I_1_1,v25,0.144624783
G041X6I_1_1,v26,0.008996626
G041X6I_1_1,v27,0.340221704
G041X6I_1_1,v28,-0.035201405
G041X6I_1_1,v29,-0.055719138
G041X6I_1_1,v30,-0.009066142
G041X6I_1_1,v31,0.357472699
G041X6I_1_1,v32,-0.098381106
G041X6I_1_1,v33,0.298357137
G041X6I_1_1,v34,0.126074357
G041X6I_1_1,v35,0.056623679
G041X6I_1_1,v36,0.244966538
G041X6I_1_1,v37,0.008922895
G041X6I_1_1,v38,-0.115536643
G041X6I_1_1,v39,-0.21410798
G041X6I_1_1,v40,0.005009663
G041X6I_1_1,v41,-0.033278269
G041X6I_1_1,v42,0.043551656
G041X6I_1_1,v43,0.009153285
G041X6I_1_1,v44,0.005912935
G041X6I_1_1,v45,0.031476787
G041X6I_1_1,v46,0.070023888
G041X6I_1_1,v47,-0.11404078
G041X6I_1_1,v48,0.029103135
G041X6I_1_1,v49,0.059970961
G041X6I_1_1,v50,0.073039469
G041X6I_1_1,v51,0.080180519
G041X6I_1_1,v52,0.173178649
G041X6I_1_1,v53,-0.012884238
G041X6I_1_1,v54,0.198518998
G041X6I_1_1,v55,0.263931903
G041X6I_1_1,v56,-0.065189837
G041X6I_1_1,v57,-0.035978679
G041X6I_1_1,v58,0.1809415
G041X6I_1_1,v59,0.116877763
G041X6I_1_1,v60,-0.076402642
G041X6I_1_1,v61,0.151334919
G041X6I_1_1,v62,-0.10939186
G041X6I_1_1,v63,-0.084020925
G041X6I_1_1,v64,-0.050642574
G041X6I_1_1,v65,0.302816561
G041X6I_1_1,v66,0.267763197
G041X6I_1_1,v67,0.080287131
G041X6I_1_1,v68,0.175350668
G041X6I_1_1,v69,-0.177260985
U290X4I_1_1,v0,-0.189019427
U290X4I_1_1,v1,-0.407195669
U290X4I_1_1,v2,-0.256176493
U290X4I_1_1,v3,0.092691384
U290X4I_1_1,v4,-0.212977755
U290X4I_1_1,v5,-0.576122596
U290X4I_1_1,v6,-0.962049917
U290X4I_1_1,v7,0.105120977
U290X4I_1_1,v8,-0.193413906
U290X4I_1_1,v9,0.163560186
U290X4I_1_1,v10,-0.149151787
U290X4I_1_1,v11,0.108978015
U290X4I_1_1,v12,-0.171900236
U290X4I_1_1,v13,-0.278493405
U290X4I_1_1,v14,0.1659472
U290X4I_1_1,v15,-0.30268374
U290X4I_1_1,v16,-0.140523677
U290X4I_1_1,v17,-0.215437528
B129X7I_1_1,v0,0.040008272
B129X7I_1_1,v1,0.019472149
B129X7I_1_1,v2,-0.02699104
B129X7I_1_1,v3,0.015139475
B129X7I_1_1,v4,0.034179951
B129X7I_1_1,v5,0.012175456
B129X7I_1_1,v6,0.00664188
B129X7I_1_1,v7,0.018837389
B129X7I_1_1,v8,0.007468404
B129X7I_1_1,v9,0.015139475
B129X7I_1_1,v10,0.015139475
B129X7I_1_1,v11,0.015139475
B129X7I_1_1,v12,0.01094482
B129X7I_1_1,v13,0.015139475
B129X7I_1_1,v14,-0.016350319
B129X7I_1_1,v15,0.093459331
B129X7I_1_1,v16,0.026581922
B129X7I_1_1,v17,0.010374491
B129X7I_1_1,v18,0.056196738
B129X7I_1_1,v19,0.01125553
B129X7I_1_1,v20,0.010586019
B129X7I_1_1,v21,-0.010341937
B129X7I_1_1,v22,0.065578332
B129X7I_1_1,v23,0.037774727
B129X7I_1_1,v24,-0.011843255
B129X7I_1_1,v25,-0.017605983
B129X7I_1_1,v26,-0.020482978
B129X7I_1_1,v27,-0.00510376
B129X7I_1_1,v28,-0.023616412
B129X7I_1_1,v29,-0.027636233
B129X7I_1_1,v30,0.004122696
B129X7I_1_1,v31,0.015139475
B129X7I_1_1,v32,0.015139475
B129X7I_1_1,v33,0.015139475
B129X7I_1_1,v34,-0.092914122
B129X7I_1_1,v35,-0.000710987
B129X7I_1_1,v36,0.016701167
B129X7I_1_1,v37,-0.090627169
B129X7I_1_1,v38,0.016291028
B129X7I_1_1,v39,0.0247035
G029X9I_1_1,v0,-0.18109665
G029X9I_1_1,v1,-0.25389647
G029X9I_1_1,v2,-0.106723938
G029X9I_1_1,v3,-0.165424877
G029X9I_1_1,v4,-0.391269306
G029X9I_1_1,v5,-0.210314904
G029X9I_1_1,v6,0.181888496
G029X9I_1_1,v7,0.191186807
G029X9I_1_1,v8,0.107403913
G029X9I_1_1,v9,0.266686923
G029X9I_1_1,v10,-0.000910718
G029X9I_1_1,v11,-0.093575222
G029X9I_1_1,v12,0.186970619
G029X9I_1_1,v13,0.340624976
G029X9I_1_1,v14,0.146167902
G029X9I_1_1,v15,-0.504055407
G029X9I_1_1,v16,0.179332874
G029X9I_1_1,v17,0.018104202
G029X9I_1_1,v18,-0.031299963
G034X6I_1_1,v0,0.075713212
G034X6I_1_1,v1,-0.156535857
G034X6I_1_1,v2,0.064248817
G034X6I_1_1,v3,-0.011017411
G034X6I_1_1,v4,0.11851226
G034X6I_1_1,v5,0.106929151
G034X6I_1_1,v6,0.072750557
G034X6I_1_1,v7,-0.000621504
G034X6I_1_1,v8,0.108187779
G034X6I_1_1,v9,0.286577571
G034X6I_1_1,v10,0.179534585
G034X6I_1_1,v11,0.110641931
G034X6I_1_1,v12,0.150313376
G034X6I_1_1,v13,-0.206732476
G034X6I_1_1,v14,-0.217261519
G034X6I_1_1,v15,-0.040259152
G034X6I_1_1,v16,0.201576728
G034X6I_1_1,v17,0.124479888
G034X6I_1_1,v18,-0.051577263
G034X6I_1_1,v19,-0.398451361
G034X6I_1_1,v20,-0.368287204
G034X6I_1_1,v21,-0.137234471
G034X6I_1_1,v22,-0.554287501
G034X6I_1_1,v23,-0.120338234
G034X6I_1_1,v24,0.004254941
G034X6I_1_1,v25,-0.288995609
G034X6I_1_1,v26,-0.182368583
G034X6I_1_1,v27,0.221558921
G034X6I_1_1,v28,-0.199529249
G034X6I_1_1,v29,-0.227866125
G034X6I_1_1,v30,-0.305705483
G034X6I_1_1,v31,-0.014931245
G034X6I_1_1,v32,-0.655326587
G034X6I_1_1,v33,0.19926298
G034X6I_1_1,v34,-0.121116033
G034X6I_1_1,v35,-0.632097963
G034X6I_1_1,v36,-0.158707816
G034X6I_1_1,v37,-0.19916439
G034X6I_1_1,v38,-0.345052814
G034X6I_1_1,v39,0.259146379
G034X6I_1_1,v40,-0.38326702
G034X6I_1_1,v41,0.311513727
G034X6I_1_1,v42,-0.225832007
G034X6I_1_1,v43,-0.159034012
G034X6I_1_1,v44,-0.094868108
G034X6I_1_1,v45,-0.209249403
G034X6I_1_1,v46,-0.41383951
G034X6I_1_1,v47,-0.339492092
G034X6I_1_1,v48,-0.095784166
G034X6I_1_1,v49,-0.181983948
G034X6I_1_1,v50,0.059603554
G034X6I_1_1,v51,0.004454346
B193X2I_1_1,v0,-0.445222784
B193X2I_1_1,v1,-0.210470463
B193X2I_1_1,v2,-0.398049276
B193X2I_1_1,v3,0.031081703
B193X2I_1_1,v4,-0.275542209
B193X2I_1_1,v5,-0.058855913
B193X2I_1_1,v6,-0.099483916
B193X2I_1_1,v7,0.034769852
B193X2I_1_1,v8,-0.352784724
B193X2I_1_1,v9,0.32039423
B193X2I_1_1,v10,-0.243435075
B193X2I_1_1,v11,-0.120288135
B193X2I_1_1,v12,0.027448568
U277X9I_1_1,v0,-0.274140351
U277X9I_1_1,v1,-0.166795689
U277X9I_1_1,v2,-0.618727926
U277X9I_1_1,v3,-1.024596915
U277X9I_1_1,v4,-0.128589813
U277X9I_1_1,v5,-0.014280661
U277X9I_1_1,v6,-0.473253276
U277X9I_1_1,v7,0.253546101
U277X9I_1_1,v8,-0.100091002
U277X9I_1_1,v9,0.473176888
U277X9I_1_1,v10,-0.21451444
G044X7I_1_1,v0,-0.152107176
G044X7I_1_1,v1,-0.196964393
G044X7I_1_1,v2,-0.214032647
G044X7I_1_1,v3,0.124553526
G044X7I_1_1,v4,-0.787877688
G044X7I_1_1,v5,0.001056534
G044X7I_1_1,v6,0.202259487
G044X7I_1_1,v7,-0.145397991
G044X7I_1_1,v8,0.232679064
G044X7I_1_1,v9,0.230263914
G044X7I_1_1,v10,-0.300354166
G044X7I_1_1,v11,0.165309068
G044X7I_1_1,v12,0.004989131
G044X7I_1_1,v13,0.181949406
G044X7I_1_1,v14,-0.156079974
G044X7I_1_1,v15,0.145830804
G044X7I_1_1,v16,-0.019208103
G044X7I_1_1,v17,0.0359175
G044X7I_1_1,v18,-0.107000406
G044X7I_1_1,v19,-0.075094114
G044X7I_1_1,v20,-0.305993267
G044X7I_1_1,v21,-0.201449028
G044X7I_1_1,v22,0.002203664
G044X7I_1_1,v23,-0.524752732
G044X7I_1_1,v24,-0.15018629
G044X7I_1_1,v25,0.136656569
G044X7I_1_1,v26,-0.070534307
G044X7I_1_1,v27,-0.158475307
U281X7I_1_1,v0,0.615318294
U281X7I_1_1,v1,-0.118268708
U281X7I_1_1,v2,-0.155181969
U281X7I_1_1,v3,0.059787329
U281X7I_1_1,v4,0.318748517
U281X7I_1_1,v5,-0.196044827
U281X7I_1_1,v6,-0.093386304
U281X7I_1_1,v7,-0.227143098
U281X7I_1_1,v8,0.121055643
U281X7I_1_1,v9,0.215513436
U281X7I_1_1,v10,-0.333671142
U281X7I_1_1,v11,-0.060854129
B106X8I_1_1,v0,0.373825738
B106X8I_1_1,v1,0.019045449
B106X8I_1_1,v2,-0.248001846
B106X8I_1_1,v3,-0.108691853
B106X8I_1_1,v4,0.036024663
B106X8I_1_1,v5,-0.179303423
B106X8I_1_1,v6,-0.850274765
B106X8I_1_1,v7,-0.37707
B106X8I_1_1,v8,0.290075754
B106X8I_1_1,v9,-0.662560597
B106X8I_1_1,v10,-0.250518198
B106X8I_1_1,v11,-0.255117424
B106X8I_1_1,v12,-0.268214863
B106X8I_1_1,v13,-0.186061287
B106X8I_1_1,v14,-0.175445108
B106X8I_1_1,v15,-0.374353502
B106X8I_1_1,v16,-0.125496802
U250X1I_1_1,v0,-0.251605244
U250X1I_1_1,v1,-0.017051342
U250X1I_1_1,v2,0.33189226
U250X1I_1_1,v3,0.620785439
U250X1I_1_1,v4,0.077998557
U250X1I_1_1,v5,-0.072276358
U250X1I_1_1,v6,-0.308124598
U250X1I_1_1,v7,-0.310667658
U250X1I_1_1,v8,-0.266027434
U250X1I_1_1,v9,-0.193720477
U250X1I_1_1,v10,0.090088984
U250X1I_1_1,v11,-0.097535518
U250X1I_1_1,v12,0.054771911
B108X6I_1_1,v0,0.15411099
B108X6I_1_1,v1,-0.025709631
B108X6I_1_1,v2,0.232548345
B108X6I_1_1,v3,-0.17044909
B108X6I_1_1,v4,-0.192282226
B108X6I_1_1,v5,-0.239277648
B108X6I_1_1,v6,-0.22766033
B108X6I_1_1,v7,-0.158059743
B108X6I_1_1,v8,-0.070725076
B108X6I_1_1,v9,-0.228334864
B108X6I_1_1,v10,-0.249668057
B108X6I_1_1,v11,-0.2420334
B108X6I_1_1,v12,0.234883129
B108X6I_1_1,v13,0.274869414
B108X6I_1_1,v14,0.086298387
B108X6I_1_1,v15,-0.119906241
B108X6I_1_1,v16,-0.052783687
B108X6I_1_1,v17,-0.07222188
U253X9I_1_1,v0,-0.123280274
U253X9I_1_1,v1,-0.192296701
U253X9I_1_1,v2,-0.090190636
U253X9I_1_1,v3,-0.205991177
U253X9I_1_1,v4,-0.178233874
U253X9I_1_1,v5,0.121407098
U253X9I_1_1,v6,0.198491353
U253X9I_1_1,v7,-0.027794368
U253X9I_1_1,v8,0.269479879
U253X9I_1_1,v9,0.078744964
U295X1I_1_1,v0,0.033364964
U295X1I_1_1,v1,-0.418928678
U295X1I_1_1,v2,-0.031082658
U295X1I_1_1,v3,0.165815236
U295X1I_1_1,v4,-0.28586078
U295X1I_1_1,v5,-0.246443663
U295X1I_1_1,v6,-0.262191118
U295X1I_1_1,v7,0.544563858
U295X1I_1_1,v8,-0.484975794
U295X1I_1_1,v9,-0.528471897
U295X1I_1_1,v10,-0.125245904
U295X1I_1_1,v11,-0.157959484
U295X1I_1_1,v12,-0.193466019
U295X1I_1_1,v13,-0.64748179
U295X1I_1_1,v14,-0.262229091
U295X1I_1_1,v15,-0.036988051
U295X1I_1_1,v16,-0.214325911
U295X1I_1_1,v17,-0.217124494
U295X1I_1_1,v18,0.304681472
U295X1I_1_1,v19,-0.768243298
U295X1I_1_1,v20,0.005966784
B158X8I_1_1,v0,-0.263365164
B158X8I_1_1,v1,-0.36365642
B158X8I_1_1,v2,0.01120308
B158X8I_1_1,v3,-0.254259516
B158X8I_1_1,v4,-0.137941818
B158X8I_1_1,v5,0.056420676
B158X8I_1_1,v6,-0.14284739
B158X8I_1_1,v7,-0.018567129
B158X8I_1_1,v8,0.108973479
B158X8I_1_1,v9,-0.297841939
B158X8I_1_1,v10,0.313474448
B158X8I_1_1,v11,0.070964091
B158X8I_1_1,v12,0.076210644
B158X8I_1_1,v13,-0.139859202
B158X8I_1_1,v14,-0.284408221
B158X8I_1_1,v15,-0.436468711
B158X8I_1_1,v16,-0.003704765
B158X8I_1_1,v17,-0.327824727
G039X4I_1_1,v0,-0.236233178
G039X4I_1_1,v1,-0.686135683
G039X4I_1_1,v2,-0.228219307
G039X4I_1_1,v3,0.33828204
G039X4I_1_1,v4,0.278339961
G039X4I_1_1,v5,-0.164977366
G039X4I_1_1,v6,-0.089972843
G039X4I_1_1,v7,-0.511442836
G039X4I_1_1,v8,-0.530509049
G039X4I_1_1,v9,-0.586410237
G039X4I_1_1,v10,-0.137916535
G039X4I_1_1,v11,-0.2067912
G039X4I_1_1,v12,-0.274634438
G039X4I_1_1,v13,-0.665193615
G039X4I_1_1,v14,-0.787768122
G039X4I_1_1,v15,-0.845509523
G039X4I_1_1,v16,-0.070751211
U273X6I_1_1,v0,0.069377606
U273X6I_1_1,v1,0.069377606
U273X6I_1_1,v2,0.004498283
U273X6I_1_1,v3,-0.005773775
U273X6I_1_1,v4,0.070471801
U273X6I_1_1,v5,-0.144005228
U273X6I_1_1,v6,0.003916896
U273X6I_1_1,v7,0.074256162
U273X6I_1_1,v8,0.069377606
